,정류장이름,정류장ID,위도,경도
1283,석담,JUB312032206,35.88859441,126.97206028
1284,석담,JUB312032207,35.88793844,126.97229027
1285,농촌진흥청동문,JUB312032208,35.83246031,127.0583812
1286,농촌진흥청동문,JUB312032209,35.83228302,127.05875961
1287,한국식품연구원,JUB312032210,35.833301,127.0489664
1288,국립농업과학원,JUB312032212,35.83339726,127.04130335
1289,국립농업과학원,JUB312032213,35.83326827,127.04095072
1290,주리실,JUB312032215,35.74718461,127.15273047
1291,주리실,JUB312032216,35.74707256,127.15217884
1292,혁신호반5차아파트,JUB312032217,35.84039085,127.05834319
1293,혁신호반6차아파트,JUB312032218,35.84053713,127.05860712
1294,죽절리마을안,JUB312032219,35.85720102,127.22003036
1295,난산삼거리,JUB312032220,35.87805258,126.995885
1296,한국식품연구원,JUB312032221,35.8336941,127.04906391
1297,일임교,JUB312032222,35.88461252,127.21452574
1298,위봉산성,JUB312032223,35.90511034,127.2523357
1299,위봉산성,JUB312032224,35.90476828,127.25240538
1300,사랑숲노인요양병원,JUB312032225,35.94241193,127.20498626
1301,사랑숲노인요양병원,JUB312032226,35.94235676,127.20482056
1302,척동네거리,JUB312032227,35.82422599,127.09758365
1303,척동네거리,JUB312032228,35.82433962,127.09831278
1304,신시가지서부파출소,JUB312032229,35.82163401,127.0956874
1305,신시가지서부파출소,JUB312032230,35.8215831,127.09610851
1306,원반월마을,JUB312032231,35.87083797,127.06186407
1307,원반월마을,JUB312032232,35.87052845,127.06146908
1308,매산교,JUB312032234,35.68157227,127.10326139
1309,대덕삼거리,JUB312032235,35.65778857,127.10964571
1310,대덕삼거리,JUB312032236,35.65770024,127.10988966
1311,흑석골입구,JUB312032244,35.80529839,127.15111451
1312,쌍계마을,JUB312032245,35.93926878,127.15048708
1313,쌍계마을,JUB312032246,35.93903306,127.15029011
1314,운교,JUB312032247,35.88824877,127.15179911
1315,운교마을,JUB312032248,35.88415415,127.15396924
1316,원이성마을,JUB312032249,35.80601525,127.04669223
1317,원이성마을,JUB312032250,35.8058686,127.04638418
1318,대문안,JUB312032251,35.79784149,127.04796259
1319,대문안,JUB312032252,35.79796539,127.04767346
1320,석전리,JUB312032255,35.91964106,127.10517825
1321,분내,JUB312032260,35.8702093,127.1362082
1322,국립원예특작과학원,JUB312032263,35.83535427,127.03357616
1323,국립원예특작과학원,JUB312032264,35.83511782,127.03331339
1324,이서종점,JUB312032266,35.8199157,127.02078
1325,망산마을,JUB312032267,35.71167618,127.12105396
1326,망산마을,JUB312032268,35.7119607,127.12052036
1327,여차마을,JUB312032270,35.81838986,127.03822605
1328,여우치,JUB312032271,35.6011782,127.10417867
1329,여우치,JUB312032272,35.6010317,127.10387129
1330,예술고,JUB312032273,35.72349125,127.11232157
1331,농생명로두현마을,JUB312032274,35.83226303,127.07121707
1332,서정마을입구,JUB312032275,35.94348417,127.14630224
1333,서정마을입구,JUB312032276,35.94340227,127.14619228
1334,국립식량과학원,JUB312032279,35.8376419,127.04786527
1335,국립식량과학원,JUB312032280,35.83744573,127.04813327
1336,키스트전북분원,JUB312032281,35.95811974,127.15332146
1337,키스트전북분원,JUB312032282,35.95811864,127.15316627
1338,추동정미소,JUB312032283,35.95571866,127.1528039
1339,추동정미소,JUB312032284,35.955708,127.15257122
1340,하삼마을,JUB312032315,35.98690747,127.21938231
1341,삼기삼거리,JUB312032316,35.98853342,127.22132922
1342,종암마을,JUB312032317,35.98882905,127.2322389
1343,국제재활원,JUB312032318,35.9894017,127.23865453
1344,안남마을,JUB312032319,35.98733534,127.24397532
1345,소향보건진료소,JUB312032320,35.98371558,127.25467341
1346,신상,JUB312032321,35.98609922,127.25826623
1347,고산창포마을,JUB312032322,35.98802108,127.26006699
1348,운용마을,JUB312032323,35.99058347,127.26197277
1349,유격대,JUB312032324,35.98659012,127.26775445
1350,운장계곡,JUB312032325,35.97978451,127.28858665
1351,제실마을,JUB312032326,35.9741034,127.28053229
1352,음수삼거리,JUB312032327,35.95776022,127.27409561
1353,수만마을,JUB312032328,35.93053641,127.27026603
1354,수만마을,JUB312032329,35.93059224,127.27055365
1355,신월동상초등학교,JUB312032330,35.95714843,127.29372205
1356,신월삼거리,JUB312032331,35.95809264,127.29488873
1357,신월삼거리,JUB312032332,35.95841904,127.29521841
1358,용연마을,JUB312032333,35.96003544,127.30970461
1359,명지목마을,JUB312032334,35.94738056,127.31588889
1360,하검태마을,JUB312032335,35.93429291,127.32852487
1361,용연마을,JUB312032336,35.96024369,127.30976894
1362,신월삼거리,JUB312032337,35.95999434,127.29478277
1363,대아삼거리,JUB312032338,35.97995104,127.2890165
1364,신상,JUB312032339,35.98639584,127.25804128
1365,소향보건진료소,JUB312032340,35.98388643,127.25451618
1366,삼기삼거리,JUB312032341,35.98859507,127.22101772
1367,하삼마을,JUB312032342,35.98688879,127.2191936
1368,상삼마을,JUB312032343,35.99366178,127.22142338
1369,상삼마을,JUB312032344,35.99351585,127.22115864
1370,화산삼거리,JUB312032345,35.999887,127.23079003
1371,화산삼거리,JUB312032346,35.99997585,127.23058952
1372,번대마을,JUB312032347,36.00062288,127.23029485
1373,번대마을,JUB312032348,36.00046009,127.2302077
1374,원종마을,JUB312032349,36.00414125,127.22242959
1375,원종마을,JUB312032350,36.00397817,127.22229808
1376,임전마을,JUB312032351,36.00964919,127.21567537
1377,임전마을,JUB312032352,36.009505,127.2156768
1378,라복마을,JUB312032353,36.0181044,127.20762602
1379,라복마을,JUB312032354,36.0178732,127.207468
1380,창곡마을,JUB312032355,36.0212304,127.2026089
1381,창곡마을,JUB312032356,36.02091918,127.20260532
1382,정자삼거리,JUB312032357,36.02788914,127.19900673
1383,정자삼거리,JUB312032358,36.02779813,127.1988745
1384,화월리,JUB312032359,36.03207939,127.20025145
1385,화월리,JUB312032360,36.0321506,127.20011758
1386,화산파출소,JUB312032361,36.03400814,127.20025414
1387,화산파출소,JUB312032362,36.03380988,127.20025615
1388,화산면,JUB312032363,36.034138,127.20351516
1389,화산면,JUB312032364,36.0342268,127.20331453
1390,화월삼거리,JUB312032365,36.03762056,127.193271
1391,화월삼거리,JUB312032366,36.03756514,127.19307182
1392,봉산마을,JUB312032367,36.04346007,127.19048141
1393,봉산마을,JUB312032368,36.0434036,127.19012687
1394,돈의마을,JUB312032369,36.05237879,127.18990174
1395,돈의마을,JUB312032370,36.05235912,127.18965777
1396,수실마을,JUB312032371,36.05804713,127.18846729
1397,수실마을,JUB312032372,36.0580276,127.1882455
1398,부현마을,JUB312032373,36.0627112,127.18779778
1399,부현마을,JUB312032374,36.06279952,127.18753046
1400,부현삼거리,JUB312032375,36.0697563,127.1859575
1401,부현삼거리,JUB312032376,36.069809,127.1854242
1402,학정마을,JUB312032377,36.07231201,127.18414654
1403,학정마을,JUB312032378,36.07225522,127.18374746
1404,석천마을,JUB312032379,36.07637714,127.18024096
1405,석천마을,JUB312032380,36.07614055,127.17991035
1406,화산터미널,JUB312032381,36.03605914,127.20635837
1407,화산터미널,JUB312032382,36.03607569,127.20613628
1408,하용.마안마을,JUB312032383,36.00662529,127.23882818
1409,하용.마안마을,JUB312032384,36.0067709,127.23904863
1410,상용마을,JUB312032385,36.01169021,127.23877949
1411,상용마을,JUB312032386,36.0116912,127.23893479
1412,경천저수지,JUB312032387,36.01965652,127.23861413
1413,경천저수지,JUB312032388,36.01978241,127.23856854
1414,갱금.오복마을,JUB312032389,36.02095623,127.24747726
1415,갱금.오복마을,JUB312032390,36.02109946,127.24732057
1416,경천면사무소,JUB312032391,36.02199559,127.25226028
1417,경천면사무소,JUB312032392,36.02222783,127.25192525
1418,죽립마을,JUB312032393,36.0225815,127.25371926
1419,죽림마을,JUB312032394,36.02266886,127.25327464
1420,원가천마을,JUB312032395,36.03574927,127.25807809
1421,원가천마을,JUB312032396,36.0358204,127.25792207
1422,용복마을,JUB312032397,36.04133915,127.26131049
1423,용복마을,JUB312032398,36.04142777,127.26106552
1424,신덕마을,JUB312032399,36.0477388,127.2619607
1425,신덕마을,JUB312032400,36.0476935,127.2618054
1426,석장마을,JUB312032401,36.06256539,127.25846986
1427,석장마을,JUB312032402,36.06240097,127.25811619
1428,수청마을,JUB312032403,36.07549525,127.25355235
1429,수청마을,JUB312032404,36.07552895,127.25317456
1430,월촌마을,JUB312032405,36.09141748,127.2750333
1431,월촌마을,JUB312032406,36.09179828,127.27540735
1432,운주터미널,JUB312032407,36.09278434,127.27750819
1433,운주터미널,JUB312032408,36.09287326,127.27730749
1434,수락마을,JUB312032409,36.04250111,127.21561566
1435,수락마을,JUB312032410,36.04262583,127.21539247
1436,거사리마을,JUB312032411,36.04671223,127.22844773
1437,거사리마을,JUB312032412,36.04690993,127.22835701
1438,사치마을,JUB312032413,35.9877091,127.1491416
1439,사치마을,JUB312032414,35.98737328,127.14900785
1440,남동마을,JUB312032415,36.03770037,127.23713068
1441,남동마을,JUB312032416,36.03773797,127.23737445
1442,고산사거리,JUB312032417,35.9770131,127.20728256
1443,고산사거리,JUB312032418,35.97728377,127.2073242
1444,가정.봉판마을,JUB312032419,36.03883636,127.19037301
1445,가정.봉판마을,JUB312032420,36.03872776,127.19030753
1446,소향창포마을,JUB312032421,35.98840865,127.25997427
1447,여차마을,JUB312032669,35.81858937,127.03837857
1448,고산새마을금고,JUB312032670,35.9745874,127.2084186
1449,고산성당,JUB312032671,35.9750802,127.2108903
1450,자포삼거리,JUB312032672,35.9779442,127.2133645
1451,고산새마을금고,JUB312032673,35.9747589,127.2085178
1452,고산성당,JUB312032674,35.9751883,127.2108344
1453,자포삼거리,JUB312032675,35.9780341,127.2132533
1454,다자미마을,JUB312032676,35.9101829,127.2836357
1455,다자미마을,JUB312032677,35.9104445,127.2836849
1456,단지마을,JUB312032678,35.9128024,127.2813344
1457,단지마을,JUB312032679,35.9130458,127.2813005
1458,산천수목원입구,JUB312032680,35.9787832,127.3004034
1459,산천수목원입구,JUB312032681,35.9788599,127.3004475
1460,은천마을,JUB312032682,35.99116,127.3189715
1461,은천마을,JUB312032683,35.991223,127.3188604
1462,삼전2리마을,JUB312032684,36.0929158,127.1652149
1463,삼전2리마을,JUB312032685,36.0928611,127.1650041
1464,고산시장,JUB312032686,35.9746064,127.2051465
1465,고산시장,JUB312032687,35.9745879,127.204958
1466,남봉마을,JUB312032688,35.9686128,127.1987028
1467,남봉마을,JUB312032689,35.9685413,127.1989359
1468,덕동마을,JUB312032690,36.0662472,127.1921567
1469,예곡마을,JUB312032691,36.0527611,127.2035285
1470,예곡마을,JUB312032692,36.0528341,127.2038835
1471,옥포마을,JUB312032693,36.0236712,127.2281378
1472,옥포마을,JUB312032694,36.0235806,127.2279383
1473,구재마을,JUB312032695,36.0398866,127.2714923
1474,구재마을,JUB312032696,36.0399134,127.2714145
1475,요동마을,JUB312032697,36.0486904,127.2737761
1476,요동마을,JUB312032698,36.0487624,127.2737315
1477,동향동마을,JUB312032699,36.058299,127.2764156
1478,동향동마을,JUB312032700,36.0581454,127.2762606
1479,신공마을,JUB312032701,36.0325684,127.1966745
1480,신공마을,JUB312032702,36.0326945,127.1966407
1481,구라마을,JUB312032703,36.0336448,127.1779812
1482,구라마을,JUB312032704,36.0337712,127.1780362
1483,원구제,JUB312032705,36.0728939,127.2427555
1484,원구제,JUB312032706,36.0728036,127.2426892
1485,백석,JUB312032707,36.0884646,127.2346961
1486,백석,JUB312032708,36.0882845,127.2347634
1487,완주군독립기념관,JUB312032709,36.0417105,127.2590925
1488,완주군독립기념관,JUB312032710,36.0415935,127.2591595
1489,만수동마을,JUB312032711,36.0444836,127.2527895
1490,만수동마을,JUB312032712,36.0443395,127.2528454
1491,미남마을,JUB312032713,36.0575998,127.2269885
1492,미남마을,JUB312032714,36.0574192,127.2268892
1493,미서마을,JUB312032715,36.0601907,127.2245478
1494,미서마을,JUB312032716,36.0600201,127.224826
1495,원승치마을,JUB312032717,36.0835839,127.2155917
1496,원승치마을,JUB312032718,36.0834754,127.2154921
1497,현함마을,JUB312032719,35.9918819,127.1643222
1498,현암마을,JUB312032720,35.9919491,127.1641887
1499,백도마을,JUB312032721,36.0027221,127.1622457
1500,백도마을,JUB312032722,36.0025869,127.1622463
1501,능암마을,JUB312032723,36.0198148,127.1569511
1502,능암마을,JUB312032724,36.0197473,127.1570069
1503,자암마을,JUB312032725,35.9957663,127.1670406
1504,신기마을,JUB312032726,35.997993,127.1819318
1505,신기마을,JUB312032727,35.9980469,127.1818373
1506,담곡마을,JUB312032728,36.0020376,127.1755356
1507,담곡마을,JUB312032729,36.0020598,127.1754412
1508,원이전마을,JUB312032730,36.0040709,127.1909894
1509,원이전마을,JUB312032731,36.0039898,127.1910286
1510,구상마을,JUB312032732,36.0061575,127.1942824
1511,구상마을,JUB312032733,36.0060852,127.1942216
1512,원수선마을,JUB312032734,36.0108177,127.1903805
1513,원수선마을,JUB312032735,36.0107229,127.1903198
1514,수선리종점,JUB312032736,36.0139679,127.1865674
1515,수선리종점,JUB312032737,36.0138956,127.1865177
1516,구하마을,JUB312032738,36.0041827,127.2031446
1517,구하마을,JUB312032739,36.0040477,127.2032227
1518,관덕마을,JUB312032740,35.9852862,127.2071535
1519,관덕마을,JUB312032741,35.985403,127.2069755
1520,중리마을,JUB312032742,36.0116941,127.1379218
1521,중리마을,JUB312032743,36.0116982,127.1377886
1522,원내월마을,JUB312032744,36.0152078,127.1400752
1523,원내월마을,JUB312032745,36.0151804,127.1399755
1524,천호성지,JUB312032746,36.0335332,127.1305191
1525,천호성지,JUB312032747,36.0333522,127.1303091
1526,산시,JUB312032748,36.0383795,127.145549
1527,산시,JUB312032749,36.0383782,127.1451161
1528,대치,JUB312032750,36.0425932,127.1528459
1529,대치,JUB312032751,36.0419042,127.151539
1530,구중마을,JUB312032752,36.0051538,127.1984639
1531,구중마을,JUB312032753,36.0051101,127.1990411
1532,용봉,JUB312032754,36.0408871,127.1789286
1533,용봉,JUB312032755,36.0410686,127.1793831
1534,선동,JUB312032756,36.0442357,127.167103
1535,선동,JUB312032757,36.0440298,127.1676146
1536,원오산마을,JUB312032758,35.9781789,127.2234787
1537,원오산마을,JUB312032759,35.9780934,127.2235345
1538,동봉마을,JUB312032760,35.9800365,127.2315587
1539,동봉마을,JUB312032761,35.9801716,127.231475
1540,신당,JUB312032762,35.9845002,127.2400909
1541,신당,JUB312032763,35.9843966,127.2401356
1542,고산자연휴양림입구,JUB312032764,35.9749999,127.2310212
1543,고산자연휴양림입구,JUB312032765,35.9752431,127.2309205
1544,외율,JUB312032766,35.9748898,127.1806092
1545,외율,JUB312032767,35.9747368,127.1807152
1546,금곡,JUB312032768,36.0025068,127.187932
1547,금곡,JUB312032769,36.0023714,127.1878771
1548,은빛마을,JUB312032770,35.7367446,127.1555087
1549,은빛마을,JUB312032771,35.7366819,127.1556528
1550,정각사,JUB312032772,35.73167,127.1529099
1551,정각사,JUB312032773,35.7317425,127.1530312
1552,불재,JUB312032774,35.7219382,127.1456436
1553,불재,JUB312032775,35.7220288,127.145787
1554,사기마을,JUB312032776,35.6898536,127.1596893
1555,사기마을,JUB312032777,35.6899262,127.1598768
1556,외량마을,JUB312032778,35.6673755,127.1501499
1557,외량마을,JUB312032779,35.6673039,127.150338
1558,다리경로당,JUB312032780,35.8819524,127.2575132
1559,다리경로당,JUB312032781,35.8819391,127.2576628
1560,원암마을,JUB312032782,35.8775209,127.2574824
1561,원암마을,JUB312032783,35.8774851,127.2576155
1562,화신마을,JUB312032784,35.8912943,127.0369416
1563,술테마박물관,JUB312032785,35.7285834,127.1363336
1564,삼례사거리,JUB312032786,35.9109316,127.0720617
1565,솔바우농원,JUB312032787,35.9127965,127.3068035
1566,솔바우농원,JUB312032788,35.9128684,127.3066703
1567,대야,JUB312032789,35.7927383,127.0425349
1568,전북도립미술관,JUB312032790,35.7291346,127.1099465
1569,신봉마을,JUB312032791,35.8384328,127.2207213
1570,신봉마을,JUB312032792,35.8384862,127.2204443
1571,삼례읍행정복지센터,JUB312032793,35.9137472,127.0776336
1572,삼례읍행정복지센터,JUB312032794,35.9138145,127.0775301
1573,서여마을,JUB312032795,35.9168323,127.0755301
1574,서여마을,JUB312032796,35.9168726,127.0754579
1575,삼례주공아파트,JUB312032797,35.9187405,127.0784682
1576,삼례주공아파트,JUB312032798,35.9187809,127.0784126
1577,모아엘가아파트,JUB312032799,35.962892,127.1221527
1578,대주코레스,JUB312032800,35.9658213,127.1218837
1579,LS엠트론엔진공장,JUB312032801,35.9698397,127.1181823
1580,기광산업,JUB312032802,35.976099,127.1188731
1581,봉동오투그란데,JUB312032803,35.9948936,127.1301236
1582,기광산업,JUB312032804,35.976385,127.1189405
1583,대주코레스,JUB312032805,35.9657821,127.1217364
1584,모아엘가아파트,JUB312032806,35.9628886,127.1219443
1585,새만금항공,JUB312032809,35.8221103,127.2819166
1586,새만금항공,JUB312032810,35.8222903,127.2817611
1587,해전,JUB312032811,35.9005628,127.0452163
1588,해전,JUB312032812,35.900549,127.0451389
1589,후상,JUB312032813,35.9073213,127.0612249
1590,후상,JUB312032814,35.9074928,127.0612904
1591,후정,JUB312032815,35.9077629,127.0636606
1592,후정,JUB312032816,35.9077904,127.0637712
1593,삼례문화예술촌,JUB312032817,35.9069489,127.0654271
1594,삼례문화예술촌,JUB312032818,35.907048,127.0654044
1595,신마산,JUB312032819,35.8210274,127.0269439
1596,낙성리입구,JUB312032820,35.8150031,126.9891111
1597,낙성리입구,JUB312032821,35.8148501,126.9891785
1598,해교리입구,JUB312032822,35.8317298,127.01792
1599,해교리입구,JUB312032823,35.8318104,127.0177977
1600,우미린1차아파트,JUB312032824,35.8332254,127.0629297
1601,우미린1차아파트,JUB312032825,35.8333866,127.0626299
1602,노점마을,JUB312100015,35.6281886,127.1028337
1603,노점마을,JUB312100016,35.6284946,127.103002
1604,상용마을,JUB312100017,35.63489034,127.10047686
1605,상용마을,JUB312100018,35.63495542,127.10071311
1606,정자리삼거리,JUB312100019,35.64110445,127.10335686
1607,정자리삼거리,JUB312100020,35.64131523,127.10354893
1608,대모,JUB312100021,35.64180444,127.11538059
1609,신정리,JUB312100022,35.64375603,127.09809345
1610,신정리,JUB312100023,35.64419557,127.09744891
1611,정자리,JUB312100024,35.64655928,127.10384358
1612,정자리,JUB312100025,35.6466906,127.10409481
1613,정자리,JUB312100026,35.64697592,127.10369671
1614,소모마을,JUB312100027,35.65223536,127.10569256
1615,소모마을,JUB312100028,35.65230907,127.10547767
1616,원백여,JUB312100029,35.65858902,127.09564851
1617,원백여,JUB312100030,35.65859405,127.09586656
1618,대덕마을,JUB312100031,35.66124196,127.11225357
1619,대덕마을,JUB312100032,35.66092685,127.11241936
1620,염암마을,JUB312100034,35.6686512,127.11336749
1621,염암마을,JUB312100035,35.66868209,127.11355496
1622,재실마을,JUB312100037,35.67258903,127.10478198
1623,재실마을,JUB312100038,35.67263261,127.10458266
1624,구이신기마을,JUB312100039,35.67531501,127.11241915
1625,구이신기마을,JUB312100040,35.67555652,127.11278101
1626,매산마을,JUB312100046,35.68239766,127.10161752
1627,매산마을,JUB312100047,35.68232083,127.10219284
1628,교동마을,JUB312100050,35.68500367,127.115395
1629,교동마을,JUB312100051,35.68509328,127.11524579
1630,원안덕마을,JUB312100052,35.68356853,127.07983613
1631,원안덕마을,JUB312100053,35.68338769,127.07976088
1632,장파마을,JUB312100056,35.69146124,127.09830359
1633,장파마을,JUB312100057,35.6916194,127.0979082
1634,산정마을,JUB312100058,35.69546834,127.2500865
1635,산정마을,JUB312100059,35.69596732,127.24886091
1636,성덕교,JUB312100060,35.6997695,127.1203982
1637,성덕교,JUB312100061,35.6997744,127.1205418
1638,미치마을,JUB312100065,35.70130439,127.09073602
1639,미치마을,JUB312100066,35.70150085,127.09104106
1640,원용암,JUB312100067,35.70594767,127.24255267
1641,마음마을,JUB312100068,35.70631315,127.12023249
1642,마음마을,JUB312100069,35.70649648,127.12005222
1643,원용암,JUB312100070,35.70648034,127.24257673
1644,망산마을입구,JUB312100072,35.70889263,127.11988731
1645,망산마을입구,JUB312100073,35.70895595,127.12005316
1646,탑선마을,JUB312100074,35.70968495,127.08582175
1647,탑선마을,JUB312100075,35.70990504,127.08584424
1648,수성사입구,JUB312100080,35.71552433,127.11860275
1649,수성사입구,JUB312100081,35.71555088,127.11840027
1650,춘향로용암,JUB312100082,35.71627241,127.23535432
1651,춘향로용암,JUB312100083,35.71658436,127.23486736
1652,구이초교,JUB312100092,35.72118644,127.12030727
1653,구이초교,JUB312100093,35.722048,127.12043044
1654,원항가마을,JUB312100094,35.72239305,127.11971819
1655,예술고,JUB312100097,35.7233722,127.11214641
1656,남관,JUB312100098,35.72335285,127.23219927
1657,남관,JUB312100099,35.72350102,127.23172784
1658,구이중앙교회,JUB312100100,35.72401766,127.1202636
1659,구이중앙교회,JUB312100101,35.72446397,127.11997139
1660,학동마을,JUB312100106,35.72825208,127.22904841
1661,학동마을,JUB312100107,35.72869523,127.22910217
1662,전북도립미술관입구,JUB312100108,35.72987755,127.11110431
1663,전북도립미술관입구,JUB312100109,35.72990646,127.11124679
1664,구이면사무소,JUB312100110,35.73152551,127.11982075
1665,구이면사무소,JUB312100113,35.73183549,127.12006301
1666,하학,JUB312100114,35.73199297,127.11576946
1667,상학,JUB312100115,35.73204559,127.11146001
1668,하학,JUB312100116,35.73214017,127.11571379
1669,상학,JUB312100117,35.73221642,127.11141982
1670,구이중,JUB312100120,35.7342099,127.12044955
1671,구이중,JUB312100121,35.73424408,127.120204
1672,신촌마을,JUB312100122,35.73460556,127.22562409
1673,신촌마을,JUB312100123,35.73463261,127.2252235
1674,죽림마을,JUB312100124,35.73683666,127.22429969
1675,죽림마을,JUB312100127,35.73799734,127.22412819
1676,사옥마을,JUB312100128,35.74003115,127.2232939
1677,사옥마을,JUB312100129,35.74012969,127.22359515
1678,원덕촌마을,JUB312100130,35.74118692,127.13864205
1679,구암리,JUB312100131,35.74119258,127.14031486
1680,원덕촌마을,JUB312100133,35.74129073,127.13870239
1681,구암리,JUB312100134,35.74132942,127.14049246
1682,와동마을,JUB312100136,35.74182016,127.13704345
1683,와동마을,JUB312100137,35.74206117,127.13698848
1684,원광곡마을,JUB312100138,35.74228264,127.15612646
1685,원광곡마을,JUB312100139,35.74216008,127.15596904
1686,두현마을,JUB312100140,35.74296698,127.12152971
1687,두현마을,JUB312100143,35.74310579,127.1217133
1688,효관마을,JUB312100144,35.74388304,127.16047848
1689,효관마을,JUB312100145,35.74402509,127.16036053
1690,태봉마을,JUB312100146,35.74469692,127.14897605
1691,태봉마을,JUB312100147,35.74479367,127.14874788
1692,두방마을,JUB312100150,35.74621646,127.12067282
1693,두방마을,JUB312100151,35.74632438,127.12087473
1694,화원교,JUB312100152,35.74673372,127.16338104
1695,화원교,JUB312100153,35.74686863,127.16323352
1696,원죽림,JUB312100156,35.74837624,127.2204006
1697,칠암마을,JUB312100157,35.74867275,127.12781385
1698,칠암마을,JUB312100158,35.7486979,127.12804025
1699,원죽림,JUB312100159,35.74879912,127.22055977
1700,난산마을,JUB312100160,35.74940113,127.16433088
1701,난산마을,JUB312100161,35.74951589,127.16423397
1702,하척마을,JUB312100165,35.75089421,127.15504884
1703,하척마을,JUB312100166,35.75103026,127.1549304
1704,백암마을,JUB312100167,35.75219667,127.21847345
1705,백암마을,JUB312100168,35.75260431,127.21864727
1706,동적골,JUB312100169,35.75288396,127.12479192
1707,동적골,JUB312100171,35.75301525,127.12508145
1708,화원마을,JUB312100176,35.75523732,127.16580114
1709,화원마을,JUB312100177,35.75528778,127.16595591
1710,상척마을,JUB312100178,35.75570481,127.15712156
1711,상척마을,JUB312100179,35.75592506,127.15710783
1712,낙봉사입구,JUB312100180,35.76038294,127.16221509
1713,낙봉사입구,JUB312100181,35.76048113,127.16234717
1714,평촌정미소,JUB312100183,35.7609249,127.15863412
1715,평촌정미소,JUB312100184,35.76098149,127.15846612
1716,신흥리,JUB312100188,35.76267367,127.21536268
1717,신흥리,JUB312100189,35.76270503,127.21510097
1718,평촌교,JUB312100198,35.76458942,127.1586179
1719,평촌교,JUB312100201,35.76463842,127.15840794
1720,원평촌,JUB312100207,35.76656584,127.1584568
1721,원평촌,JUB312100211,35.76783992,127.15895906
1722,상원신마을,JUB312100212,35.7677018,127.2127932
1723,상원신마을,JUB312100213,35.7678054,127.2127541
1724,상관농협,JUB312100216,35.76833754,127.21003044
1725,상관농협,JUB312100217,35.7686679,127.2099731
1726,산바위입구,JUB312100218,35.76905363,127.21432598
1727,산바위입구,JUB312100219,35.76907973,127.21414966
1728,상관주민센터,JUB312100226,35.77011957,127.20857051
1729,상관주민센터,JUB312100227,35.77032849,127.20863961
1730,상하보,JUB312100229,35.77157084,127.16080896
1731,상하보,JUB312100231,35.77171811,127.16071736
1732,마치신덕마을,JUB312100240,35.773491,127.23545066
1733,마치신덕마을,JUB312100241,35.77361691,127.23546009
1734,상관농협창고,JUB312100244,35.77402099,127.20512177
1735,상관농협창고,JUB312100245,35.77409709,127.20526319
1736,수월마을,JUB312100252,35.77478429,127.21670258
1737,수월마을,JUB312100253,35.7748418,127.21652829
1738,용정리,JUB312100254,35.77512982,127.23192646
1739,용정리,JUB312100255,35.77524801,127.23199409
1740,마치마을,JUB312100256,35.77606635,127.24443924
1741,마치마을,JUB312100259,35.77620521,127.24430907
1742,월암마을,JUB312100263,35.77790712,127.20118769
1743,월암마을,JUB312100265,35.77809559,127.20121006
1744,수원지,JUB312100266,35.77827929,127.21921716
1745,수원지,JUB312100267,35.77841237,127.21910092
1746,마치삼거리,JUB312100273,35.77886217,127.22563831
1747,마치삼거리,JUB312100274,35.77898428,127.22563343
1748,정수리,JUB312100294,35.78440813,127.25219846
1749,정수리,JUB312100295,35.78447802,127.25203436
1750,대판마을,JUB312100305,35.78616674,127.2271997
1751,대판마을,JUB312100306,35.78617401,127.22742579
1752,모정마을,JUB312100345,35.79308925,127.22944364
1753,모정마을,JUB312100347,35.79323363,127.22934089
1754,대문안종점,JUB312100376,35.79562666,127.04764591
1755,대문안종점,JUB312100377,35.795647,127.04783026
1756,의암마을,JUB312100403,35.79776912,127.23803753
1757,의암마을,JUB312100404,35.79795305,127.23790959
1758,부흥마을,JUB312100432,35.79946269,127.24255175
1759,부흥마을,JUB312100437,35.79973063,127.2426376
1760,동둔마을,JUB312100466,35.80297515,127.01589931
1761,월상리,JUB312100476,35.8028924,127.2815032
1762,월상리,JUB312100477,35.8028831,127.2813483
1763,새터마을,JUB312100483,35.80408179,127.04731316
1764,새터마을,JUB312100484,35.80416287,127.04748323
1765,콩쥐팥쥐마을,JUB312100498,35.80543569,127.0307315
1766,콩쥐팥쥐마을,JUB312100499,35.80558912,127.03086959
1767,월평,JUB312100502,35.8051137,127.2808574
1768,월평,JUB312100503,35.8051089,127.2807024
1769,계월리,JUB312100510,35.8058649,127.24494863
1770,계월리,JUB312100513,35.80601225,127.24542755
1771,이성마을,JUB312100529,35.80833536,127.04507091
1772,이성마을,JUB312100530,35.80843034,127.04520737
1773,지산마을,JUB312100550,35.81026017,127.0280378
1774,지산마을,JUB312100551,35.81033517,127.02817423
1775,신월마을,JUB312100556,35.81125142,127.02739051
1776,신월마을,JUB312100557,35.81129292,127.02724655
1777,민목리,JUB312100569,35.81224098,127.25295996
1778,민목리,JUB312100570,35.8122872,127.2526613
1779,삼태동,JUB312100586,35.81360615,127.04082916
1780,삼태동,JUB312100594,35.81386724,127.04080209
1781,신지산마을,JUB312100598,35.81442794,127.02552285
1782,신지산,JUB312100599,35.81454871,127.02550516
1783,두목마을,JUB312100620,35.81524498,127.28298941
1784,두목마을,JUB312100622,35.81524728,127.28279201
1785,새터,JUB312100639,35.81677449,127.02303292
1786,새터,JUB312100641,35.81687624,127.02284987
1787,애통리,JUB312100656,35.81866984,126.99911661
