,정류장이름,정류장ID,위도,경도
1052,백민원,MPB327000024,35.0309499,126.709813
1053,천주교사거리/성북육교,MPB327000025,35.0357958,126.7166457
1054,성북육교,MPB327000026,35.0357917,126.716706
1055,나주경찰서/중앙병원,MPB327000027,35.0357222,126.7199079
1056,나주터미널,MPB327000028,35.0343126,126.7215657
1057,나주터미널,MPB327000029,35.033447,126.7215685
1058,나주터미널,MPB327000030,35.0335661,126.7211672
1059,나주경찰서/성북아파트,MPB327000031,35.0359149,126.7204323
1060,천주교사거리,MPB327000032,35.0359629,126.7166934
1061,나주고후문,MPB327000033,35.0285611,126.7099291
1062,소방삼거리,MPB327000034,35.0267665,126.7112837
1063,부영아파트,MPB327000035,35.023792,126.7128415
1064,문화예술회관,MPB327000036,35.0227161,126.7130984
1065,문화예술회관,MPB327000037,35.0210627,126.7132951
1066,나주시청,MPB327000038,35.0169818,126.7138877
1067,나주교육청,MPB327000039,35.01448,126.71395
1068,대덕아파트,MPB327000040,35.0086575,126.7115672
1069,영강사거리,MPB327000041,35.0064593,126.7104869
1070,노인복지회관,MPB327000042,34.99958,126.7133857
1071,남교동,MPB327000043,34.9970586,126.7139084
1072,영산포터미널,MPB327000044,34.9943272,126.7126361
1073,풍물시장,MPB327000045,34.992811,126.7096702
1074,풍물시장,MPB327000046,34.992711,126.7095397
1075,풍물시장,MPB327000047,34.9913909,126.7082923
1076,석기네,MPB327000048,34.9873259,126.7044308
1077,봉성,MPB327000049,34.9803402,126.7041314
1078,천곡,MPB327000050,34.9767122,126.7050429
1079,양산,MPB327000051,34.9717934,126.7064324
1080,신가,MPB327000052,34.9606471,126.7069616
1081,금동,MPB327000053,34.9537818,126.7106145
1082,신원리,MPB327000054,34.9489546,126.7115424
1083,죽동,MPB327000055,34.9362753,126.7113736
1084,행전,MPB327000056,34.950282,126.6825077
1085,행전,MPB327000057,34.9502021,126.6826837
1086,평전,MPB327000058,34.9562121,126.6860521
1087,평전(화정1리),MPB327000059,34.9612912,126.6864072
1088,평전,MPB327000060,34.9563109,126.6859964
1089,평전(화정1리),MPB327000061,34.9614035,126.6863458
1090,동산,MPB327000062,34.9631911,126.6914106
1091,동산,MPB327000063,34.9632812,126.6913932
1092,상사,MPB327000064,34.9670547,126.7022718
1093,상사,MPB327000065,34.9671805,126.7021993
1094,반남초교,MPB327000066,34.9117343,126.6582
1095,반남초교,MPB327000067,34.9119763,126.6579896
1096,신기,MPB327000068,34.9146655,126.6608959
1097,평촌,MPB327000069,34.9199905,126.6629108
1098,평촌,MPB327000070,34.9200433,126.6627132
1099,신기,MPB327000071,34.9147997,126.6607522
1100,월현,MPB327000072,34.8884525,126.6694521
1101,삼향계두,MPB329000001,34.8338397,126.4771804
1102,함평공영터미널,MPB340000001,35.0621291,126.5232403
1103,함평공영터미널,MPB340000002,35.0620963,126.5230926
1104,신흥동,MPB340000003,35.04513,126.5342314
1105,신흥동,MPB340000004,35.0483103,126.5338979
1106,신흥동,MPB340000005,35.0482807,126.5335693
1107,송산마을,MPB340000006,35.0451452,126.5338694
1108,송정,MPB340000007,35.0403614,126.5343972
1109,송정마을,MPB340000008,35.0402852,126.5338937
1110,경화동,MPB340000009,35.0307674,126.5344004
1111,율동,MPB340000010,35.0341037,126.534405
1112,낙천동,MPB340000011,35.036601,126.5343647
1113,낙천동,MPB340000012,35.0365536,126.5340692
1114,율동,MPB340000013,35.0340654,126.5341314
1115,영창초등학교,MPB340000014,35.0316942,126.5341593
1116,원사거리,MPB340000015,35.0231085,126.5328353
1117,청정,MPB340000016,35.0270087,126.532318
1118,학교터미널,MPB340000017,35.0224312,126.5327008
1119,청정,MPB340000018,35.0269791,126.5319895
1120,함평역,MPB340000019,35.0242733,126.5387079
1121,학야,MPB340000020,35.0188218,126.5267369
1122,학야,MPB340000021,35.0190015,126.526658
1123,비석동,MPB340000022,35.0126109,126.5174453
1124,비석동,MPB340000023,35.0148761,126.5176922
1125,비석동,MPB340000024,35.0149961,126.517477
1126,비석동,MPB340000025,35.0125962,126.5173085
1127,번동,MPB340000026,35.0098851,126.5182286
1128,번동,MPB340000027,35.0099111,126.5181023
1129,엄다,MPB340000028,35.009736,126.5154083
1130,엄다,MPB340000029,35.0098399,126.51544
1131,송촌,MPB340000030,35.007916,126.5045367
1132,송촌,MPB340000031,35.0080729,126.5044197
1133,제일병원앞,MPB340000032,34.9930383,126.4822765
1134,성동2리,MPB340000033,34.9916452,126.481209
1135,영암터미널,MPB341000001,34.7975131,126.7035269
1136,안풍,MPB343000001,34.857005,126.6784028
1137,성덕,MPB343000002,34.8622871,126.6847939
