,정류장이름,정류장ID,위도,경도
527,카누경기장,MPB102000027,34.8034083,126.4415247
528,우미블루빌,MPB102000028,34.8005,126.436773
529,갓바위터널,MPB102000033,34.797973,126.426743
530,목포교육지원청,MPB102000034,34.798518,126.423272
531,제일정보고,MPB102000042,34.799062,126.394273
532,대성LH아파트정문,MPB102000050,34.8019282,126.3814081
533,구용꿈여인숙,MPB102000051,34.801765,126.382698
534,대성동주민센터,MPB102000052,34.800623,126.383558
535,대성초등학교,MPB102000054,34.8001767,126.3806775
536,농협북항지점,MPB102000058,34.80668,126.373023
537,신안비치1차아파트,MPB102000059,34.8076169,126.3711291
538,목포대교입구,MPB102000062,34.802362,126.368382
539,어민동산입구,MPB102000063,34.801287,126.370953
540,2호광장,MPB102000077,34.800348,126.392777
541,목포경찰서,MPB102000079,34.7987142,126.3982748
542,목포교육지원청,MPB102000087,34.7984253,126.4230248
543,갓바위터널,MPB102000088,34.797727,126.427033
544,우미파크빌5차,MPB102000089,34.795813,126.428888
545,평화광장,MPB102000090,34.7965153,126.433338
546,카누경기장,MPB102000095,34.8030223,126.4412071
547,골드클레스아파트,MPB102000097,34.80631,126.447593
548,영산초등학교,MPB102000098,34.8073555,126.4512588
549,주공회룡마을,MPB102000101,34.811367,126.459532
550,아이파크·전남개발공사,MPB102000102,34.8126703,126.4568275
551,옥암주공1차아파트,MPB102000107,34.8098805,126.4392171
552,목포옥암코아루ⓐ,MPB102000108,34.8080199,126.4378306
553,옥암동성당,MPB102000109,34.8070235,126.435247
554,부영1차아파트,MPB102000110,34.804868,126.433068
555,태양주유소,MPB102000112,34.80397,126.429093
556,포르모,MPB102000113,34.808282,126.426127
557,대성사랑으로,MPB102000116,34.819042,126.421578
558,도청사거리,MPB102000117,34.8146018,126.45946
559,전남교육청,MPB102000118,34.814233,126.4691025
560,어민동산,MPB103001003,34.7960912,126.3684136
561,목포해상케이블카,MPB103001004,34.7984519,126.3682228
562,일신아파트,MPB103001011,34.805233,126.385118
563,유달제일교회,MPB103001019,34.8032957,126.3994568
564,문태중고등학교,MPB103001021,34.799697,126.40135
565,이로동주민센터,MPB103001023,34.7991995,126.4111171
566,시민문화체육센터,MPB103001029,34.8106856,126.4394047
567,아이파크·전남개발공사,MPB103001032,34.8125825,126.457102
568,주공회룡마을,MPB103001033,34.811443,126.45929
569,남악상록아파트,MPB103001036,34.808358,126.458052
570,애향중학교,MPB103001037,34.807293,126.456313
571,목포대평생교육원,MPB103001038,34.805177,126.4573483
572,전남도립도서관,MPB103001039,34.8051793,126.4618414
573,남악고,MPB103001043,34.809922,126.468782
574,남악시장,MPB103001044,34.809691,126.4717556
575,남악오룡중학교,MPB103001045,34.8088436,126.474461
576,경남아너스빌,MPB103001046,34.8099663,126.4756421
577,신동아파밀리에,MPB103001047,34.812037,126.476665
578,전남교육청,MPB103001049,34.81469,126.468983
579,전남도청,MPB103001050,34.814627,126.462245
580,회룡마을,MPB103001051,34.810372,126.460082
581,오룡시장,MPB103001052,34.807848,126.460088
582,목포대평생교육원,MPB103001057,34.8055468,126.4568298
583,애향중학교,MPB103001058,34.806762,126.456365
584,산정동주민센터,MPB103001086,34.809687,126.386565
585,일신아파트,MPB103001088,34.805365,126.384903
586,한국아델리움107동,MPB103002001,34.8052507,126.4455023
587,옥암중학교,MPB103002009,34.8119,126.451223
588,시민문화체육센터,MPB103002011,34.811067,126.438148
589,삼일로,MPB103002026,34.800232,126.378083
590,홍일중고등학교,MPB103002028,34.800617,126.374657
591,목포해상케이블카,MPB103002030,34.7985166,126.3679104
592,어민동산,MPB103002031,34.7955924,126.3681034
593,서부초등학교,MPB103002037,34.800883,126.37322
594,대성초등학교,MPB103002041,34.800345,126.38011
595,유달경기장,MPB103002048,34.7986342,126.4008939
596,한국아델리움,MPB103002066,34.806115,126.44736
597,동명동어시장,MPB106000006,34.7882786,126.391025
598,유달초등학교입구,MPB106000012,34.7863867,126.3812617
599,유달산우체국,MPB106000013,34.786897,126.383747
600,대성천주교,MPB106000020,34.8012536,126.379431
601,보건소사거리,MPB106000022,34.8045637,126.3755206
602,유달중학교,MPB106000032,34.8032568,126.392098
603,부주산입구,MPB106000046,34.8124417,126.429984
604,회룡마을,MPB106000052,34.810457,126.460378
605,옥암푸르지오,MPB106000066,34.810295,126.445052
606,목포고등학교,MPB106000089,34.806723,126.3896
607,종합사회복지관,MPB106000095,34.8093783,126.3734064
608,1호광장,MPB106000104,34.7947062,126.3868945
609,목포YMCA,MPB106000106,34.788463,126.384683
610,구청호시장,MPB106100007,34.794452,126.393105
611,동부시장,MPB106100010,34.8042272,126.3917133
612,용해호반리젠시빌,MPB106100019,34.817162,126.395445
613,목포보훈지청,MPB106100021,34.8190107,126.4015494
614,대연초등학교,MPB106100022,34.8204858,126.4001357
615,목포국제축구센터,MPB106100030,34.8274001,126.4020373
616,실내체육관,MPB106100032,34.82508,126.408028
617,도룡마을,MPB106100033,34.8271608,126.4131461
618,푸른주유소,MPB106100034,34.827837,126.416843
619,삼향동주민센터,MPB106100035,34.82918,126.418647
620,카톨릭대학교,MPB106100036,34.82643,126.421567
621,삼향동주민센터,MPB106100042,34.829912,126.418155
622,실내체육관,MPB106100045,34.825367,126.408261
623,대양산단자동차매매단지,MPB106100046,34.8316027,126.4035999
624,목포국제축구센터,MPB106100053,34.8274525,126.4018507
625,대양산단자동차매매단지,MPB106100054,34.8316242,126.4034848
626,대연초등학교,MPB106100056,34.820227,126.400675
627,목포보훈지청,MPB106100057,34.8192754,126.4019013
628,연산근화아파트,MPB106100066,34.81204,126.385372
629,삼학도차고지,MPB110800001,34.7869875,126.4022835
630,구자유시장,MPB110800006,34.7936598,126.3942649
631,동명농협,MPB110800007,34.791157,126.392883
632,태원골프연습장,MPB110800028,34.821662,126.432558
633,삼향우체국,MPB110800030,34.8211813,126.4389629
634,용강,MPB110800035,34.828238,126.454307
635,덕치,MPB110800037,34.834845,126.464158
636,계두,MPB110800039,34.834583,126.47141
637,극배,MPB110800041,34.8398029,126.4752769
638,월계,MPB110800042,34.8408266,126.4769113
639,해원아파트,MPB110800043,34.843509,126.4777444
640,송산,MPB110800044,34.845588,126.478768
641,일로역,MPB110800045,34.846982,126.479053
642,일로성당앞,MPB110800047,34.8487892,126.4917574
643,일로읍사무소,MPB110800048,34.8506044,126.4910024
644,송산,MPB110800051,34.845448,126.47868
645,해원아파트,MPB110800052,34.843438,126.477507
646,이동,MPB110800054,34.8360905,126.4729169
647,덕치,MPB110800057,34.834828,126.464098
648,대안동,MPB110800060,34.8256255,126.4500387
649,과동,MPB110800061,34.824472,126.448455
650,삼향농협,MPB110800062,34.822182,126.445143
651,삼향읍사무소,MPB110800063,34.821495,126.442968
652,임성역,MPB110800064,34.821882,126.437697
653,태원골프연습장,MPB110800065,34.821835,126.432637
654,한국병원,MPB110800073,34.8072896,126.4153519
655,2호광장,MPB110800080,34.8017299,126.3917686
656,삼학하이츠,MPB110800090,34.7933638,126.4003157
657,한울웨딩홀,MPB110800092,34.7893375,126.4019026
658,제일3차아파트,MPB111200006,34.813258,126.427862
659,우미오션빌,MPB111200011,34.7983041,126.4364052
660,평화광장,MPB111200012,34.7965032,126.4324746
661,우미파크빌5차,MPB111200014,34.795985,126.429005
662,하이마트,MPB111200015,34.798151,126.4281027
663,영흥중고등학교,MPB111200020,34.805592,126.418323
664,중앙병원,MPB120000096,34.8217762,126.4220059
665,연동파출소,MPB120000106,34.8039554,126.3950402
666,호남동119안전센터,MPB120000109,34.797846,126.3885795
667,산정초등학교입구,MPB130001010,34.7995525,126.3898082
668,하당금호아파트,MPB130001023,34.8097336,126.4248336
669,하당동동아아파트,MPB130001028,34.8023493,126.4236035
670,초원2차아파트,MPB130001029,34.8051638,126.4295523
671,사랑으로부영,MPB130001031,34.8084833,126.4346269
672,만남의폭포,MPB130001032,34.8044524,126.437696
673,영산호휴게소,MPB130001038,34.778513,126.453447
674,농업박물관,MPB130001039,34.773238,126.458858
675,자유무역지구,MPB130001040,34.770725,126.46056
676,동양자동차학원,MPB130001041,34.76627,126.466417
677,대촌,MPB130001043,34.762532,126.473512
678,중촌,MPB130001044,34.76014,126.47535
679,영암신호정,MPB130001045,34.7542669,126.474378
680,호동,MPB130001046,34.750653,126.474543
681,종원아파트,MPB130001047,34.748465,126.475815
682,삼호터미널,MPB130001048,34.746028,126.476552
683,퀸스빌,MPB130001051,34.7447739,126.4653704
684,저두,MPB130001052,34.7435949,126.4600279
685,난전리,MPB130001053,34.74406,126.450762
686,난대부락,MPB130001054,34.7447998,126.4426618
687,도음전마을,MPB130001055,34.7463896,126.4369696
688,당두,MPB130001056,34.748697,126.434405
689,검길,MPB130001057,34.748388,126.429532
690,엄포,MPB130001058,34.747182,126.423663
691,하촌마을,MPB130001060,34.747445,126.41139
692,대동,MPB130001061,34.742665,126.407045
693,영호정,MPB130001062,34.740545,126.395947
694,낚시점,MPB130001063,34.733853,126.392505
695,현대삼호중공업남문,MPB130001064,34.733602,126.38992
696,삼호서초등학교,MPB130001069,34.747213,126.377698
697,현대삼호중공업입구,MPB130001074,34.750777,126.386645
698,용당사거리,MPB130001075,34.762712,126.395068
699,아산,MPB130001076,34.761002,126.396778
700,산음,MPB130001077,34.757893,126.4008234
701,상촌,MPB130001078,34.753437,126.408362
702,가내항,MPB130001079,34.751002,126.41111
703,엄포,MPB130001081,34.747212,126.423753
704,검길,MPB130001082,34.748468,126.42961
705,당두,MPB130001083,34.7485892,126.4344287
706,도음전,MPB130001084,34.74648,126.436958
707,난대부락,MPB130001085,34.7449096,126.4423272
708,난전리,MPB130001086,34.744323,126.446722
709,저두,MPB130001088,34.7435091,126.4600016
710,퀸스빌,MPB130001089,34.744888,126.465452
711,중앙촌,MPB130001091,34.745377,126.47342
712,삼호터미널,MPB130001092,34.746087,126.477388
713,종원아파트,MPB130001093,34.748948,126.475842
714,영암신호정,MPB130001095,34.7560628,126.4756232
715,중촌,MPB130001096,34.760013,126.475543
716,대촌,MPB130001097,34.763467,126.472358
717,보리밭사잇길,MPB130001098,34.764502,126.470433
718,동양자동차학원,MPB130001099,34.76714,126.465318
719,자유무역지구,MPB130001101,34.77067,126.460885
720,농업박물관,MPB130001102,34.775972,126.456467
721,사랑으로부영,MPB130001111,34.8080159,126.4358246
722,제일여고,MPB130001112,34.807593,126.431552
723,초원2차아파트,MPB130001113,34.8049972,126.4295817
724,하당동동아아파트,MPB130001114,34.8023626,126.4240788
725,동신대학교한방병원,MPB130001116,34.804424,126.4221564
726,포르모,MPB130001117,34.8062432,126.4259755
727,목상고등학교,MPB130001128,34.8049375,126.3969457
728,에프원경주장입구,MPB130002059,34.748708,126.413903
729,가내항,MPB130002060,34.751052,126.411472
730,상촌,MPB130002061,34.7535271,126.4085683
731,산음,MPB130002062,34.7582119,126.400688
732,아산,MPB130002063,34.7600264,126.3983269
733,용당사거리,MPB130002064,34.7626958,126.3953675
734,모밀항,MPB130002065,34.7535905,126.3882736
735,현대삼호아파트2차,MPB130002067,34.744157,126.383438
736,한마음회관,MPB130002068,34.745167,126.381015
737,현대삼호아파트3차,MPB130002071,34.7482609,126.3760472
738,삼호중공업남문,MPB130002076,34.73341,126.3896
739,낚시점,MPB130002077,34.7338379,126.3934797
740,대동,MPB130002079,34.7427015,126.4071224
741,하촌,MPB130002080,34.7473906,126.4114599
742,목포복음교회,MPB150000005,34.7936365,126.39667
743,연동육거리,MPB150000013,34.798683,126.391202
744,제일정보고,MPB150000014,34.798787,126.39391
745,용해동동아아파트,MPB150000017,34.798572,126.407988
746,부흥동주민센터,MPB150000025,34.803663,126.4346
747,해양수산청,MPB150000026,34.8021732,126.4368999
748,염업조합,MPB150000033,34.77583,126.451862
749,휴스틸,MPB150000034,34.772753,126.445767
750,미포조선,MPB150000035,34.76859,126.4481696
751,보원엠앤피,MPB150000036,34.7645982,126.4504952
752,잔디구장,MPB150000038,34.757175,126.454905
753,영암삼호금호아파트,MPB150000039,34.7531186,126.4572405
754,한양파크빌,MPB150000041,34.7482528,126.4632546
755,퀸스빌ⓐ앞,MPB150000042,34.7461734,126.4663285
756,삼호농협,MPB150000043,34.745422,126.468652
757,세한대학교,MPB150000046,34.744993,126.482637
758,동암마을,MPB150000047,34.742528,126.486535
759,송죽정,MPB150000049,34.73972,126.500892
760,매자리,MPB150000050,34.735882,126.509917
761,망산마을,MPB150000051,34.732867,126.51998
762,서창초등학교,MPB150000053,34.729173,126.532702
763,원서창,MPB150000054,34.7290723,126.5382372
764,독천터미널,MPB150000058,34.7247185,126.5693293
765,비례부락,MPB150000059,34.7242012,126.5647808
766,비례부락,MPB150000061,34.7240923,126.5646837
767,서창,MPB150000063,34.729185,126.5388093
768,서창초등학교,MPB150000064,34.729236,126.5327283
769,망산,MPB150000067,34.73306,126.519867
770,매자리,MPB150000068,34.736082,126.509958
771,송죽정,MPB150000069,34.74,126.500442
772,세한대학교,MPB150000071,34.745185,126.482825
773,중앙촌,MPB150000073,34.745445,126.473302
774,삼호농협,MPB150000074,34.745433,126.468913
775,퀸스빌ⓐ건너,MPB150000075,34.7460835,126.4668922
776,한양파크빌건너,MPB150000076,34.7484744,126.4633337
777,영암삼호금호A,MPB150000077,34.7529944,126.457477
778,잔디구장,MPB150000078,34.7572995,126.4549853
779,원당중공업,MPB150000080,34.761708,126.452455
780,보원엠앤피,MPB150000081,34.764152,126.451075
781,미포조선,MPB150000084,34.768897,126.448248
782,염업조합,MPB150000085,34.7758011,126.4521522
783,영산호휴게소,MPB150000086,34.778993,126.45335
784,해양수산청,MPB150000093,34.8025053,126.4367317
785,동신대학교한방병원,MPB150000098,34.8048093,126.4218836
786,영흥중고입구,MPB150000099,34.8028666,126.417875
787,이로동주민센터,MPB150000100,34.7992918,126.4104479
788,용해동동아아파트,MPB150000101,34.7989419,126.4080334
789,연동육거리,MPB150000105,34.798912,126.391082
790,삼학타운,MPB150000114,34.7935392,126.4002696
791,목포고등학교,MPB160000050,34.80676,126.389747
792,연산주공아파트,MPB160000053,34.8132231,126.3840686
793,연산주공5차아파트,MPB160000054,34.8147751,126.3807458
794,삼일로,MPB160000063,34.8002022,126.3785565
795,종합사회복지관,MPB160000069,34.8098549,126.3746321
796,연산주공5차아파트,MPB160000071,34.8139497,126.3802158
797,목포동초등학교,MPB160000074,34.8095061,126.3881824
798,산정농공단지,MPB170000055,34.8123465,126.3774823
799,산정농공단지,MPB170000070,34.8121467,126.377813
800,4차입구,MPB180000003,34.787308,126.39728
801,홈플러스,MPB180000014,34.80551,126.400223
802,청호시장,MPB180000021,34.816268,126.423348
803,하나로마트입구,MPB180000023,34.816617,126.42771
804,삼향읍사무소,MPB180000028,34.821313,126.442993
805,종월촌,MPB180000029,34.82169,126.444683
806,상용,MPB180000030,34.824278,126.448517
807,대안동,MPB180000031,34.825578,126.450342
808,용강,MPB180000032,34.8284487,126.4546351
809,무내미,MPB180000033,34.8309412,126.4612787
810,죽림,MPB180000035,34.8358628,126.4662618
811,극배,MPB180000038,34.839745,126.475387
812,월계,MPB180000039,34.8407734,126.4770159
813,감돈리입구,MPB180000043,34.8493379,126.4871447
814,일로지서,MPB180000045,34.849007,126.492455
815,일로초등학교,MPB180000046,34.849585,126.493852
816,일로월암리,MPB180000047,34.849923,126.49703
817,월성-평정,MPB180000048,34.855443,126.499297
818,일로인동,MPB180000049,34.859743,126.500815
819,일로용산리,MPB180000050,34.862635,126.501843
820,일로산정1리,MPB180000051,34.864815,126.501643
821,일로용산리,MPB180000052,34.8622848,126.5016453
822,등림,MPB180000053,34.87187,126.500608
823,원광암,MPB180000054,34.8745293,126.5014404
824,청운동,MPB180000055,34.87659,126.501135
825,상신기리,MPB180000056,34.8803112,126.5013475
826,일로농공단지앞,MPB180000057,34.8849722,126.5029982
827,파군교,MPB180000058,34.8919192,126.5033586
828,회룡정,MPB180000059,34.9011403,126.5045825
829,청용,MPB180000060,34.9033371,126.5047256
830,몽탄정수장,MPB180000061,34.908878,126.506438
831,몽강,MPB180000062,34.915097,126.50518
832,약곡,MPB180000063,34.9178968,126.4996455
833,귀학,MPB180000064,34.9223411,126.4997361
834,몽탄전화국,MPB180000065,34.9275189,126.5012915
835,몽탄역,MPB180000066,34.9297005,126.5027617
836,몽탄농협,MPB180000067,34.9327987,126.5036275
837,유곡,MPB180000068,34.935163,126.504603
838,호국사,MPB180000069,34.9403534,126.5042129
839,신학동,MPB180000070,34.946787,126.506318
840,인평,MPB180000072,34.956792,126.50876
841,차뫼,MPB180000073,34.959432,126.50955
842,용뫼,MPB180000074,34.9622988,126.5107975
843,무안역,MPB180000075,34.963268,126.517313
844,사창,MPB180000076,34.9655,126.513793
845,도덕사,MPB180000077,34.9693361,126.5096219
846,성암,MPB180000078,34.978043,126.500228
847,무안병원,MPB180000079,34.9916958,126.4887688
848,무안군청,MPB180000082,34.9918734,126.4810988
849,무안터미널,MPB180000083,34.9869856,126.4778177
850,무안장터,MPB180000084,34.986997,126.473943
851,금광아파트,MPB180000087,34.9930081,126.4718468
852,고전리,MPB180000088,34.993445,126.476312
853,용산마을,MPB180000092,34.994578,126.483525
854,무안병원,MPB180000094,34.9916633,126.4886541
855,성암,MPB180000095,34.977908,126.500307
856,도덕사,MPB180000096,34.9692254,126.5098697
857,사창,MPB180000098,34.96517,126.513308
858,용뫼,MPB180000099,34.9623,126.510687
859,차뫼,MPB180000100,34.9593325,126.5095024
860,인평,MPB180000101,34.956543,126.50842
861,신학동,MPB180000102,34.948503,126.507115
862,호국사,MPB180000104,34.9397794,126.5040391
863,유곡,MPB180000105,34.9350458,126.5045179
864,몽탄농협,MPB180000106,34.933032,126.503603
865,몽탄역,MPB180000107,34.9297391,126.5026277
866,몽탄전화국,MPB180000108,34.927723,126.501448
867,귀학리,MPB180000109,34.922252,126.499645
868,약곡,MPB180000110,34.917842,126.4995641
869,몽강,MPB180000111,34.915007,126.505232
870,몽탄정수장,MPB180000112,34.9095,126.505978
871,청룡1리(오갈재),MPB180000113,34.9034381,126.5049433
872,회룡정,MPB180000114,34.9010889,126.5044802
873,파군교,MPB180000115,34.891793,126.502933
874,농공단지,MPB180000116,34.884053,126.502577
875,진사동,MPB180000117,34.879723,126.501045
876,원광암,MPB180000119,34.874185,126.501253
877,등림,MPB180000120,34.8717712,126.5004814
878,일로산정리,MPB180000121,34.8667304,126.5005741
879,일로산정1리,MPB180000122,34.8646916,126.5015615
880,일로산정리,MPB180000123,34.866884,126.5006106
881,일로인동,MPB180000124,34.8599919,126.5007979
882,월성-평정,MPB180000125,34.8558004,126.4993335
883,일로월암리,MPB180000126,34.849955,126.496978
884,일로초등학교,MPB180000127,34.84977,126.494247
885,일로지서,MPB180000128,34.8491272,126.4923932
886,일로읍사무소,MPB180000129,34.8506912,126.4911326
887,연소동입구,MPB180000130,34.8497404,126.4878289
888,일로역,MPB180000131,34.846987,126.478945
889,이동,MPB180000135,34.836107,126.472782
890,계두,MPB180000136,34.834635,126.471402
891,죽림,MPB180000137,34.8359702,126.466162
892,무내미,MPB180000139,34.83093,126.461107
893,목포남초등학교,MPB180000166,34.7904562,126.3895421
894,하나로마트입구,MPB200000001,34.816766,126.427954
895,영호정,MPB200000002,34.740398,126.395943
896,무안농업기술센터,MPB200000004,34.977888,126.466957
897,유교리,MPB200000005,34.84642,126.438653
898,진성원,MPB200000006,34.8503463,126.4410212
899,진성원,MPB200000007,34.850515,126.441072
900,유교리,MPB200000008,34.846443,126.438683
901,미포조선후문,MPB200000010,34.769992,126.448475
902,푸른주유소,MPB200000014,34.82799,126.415517
903,도룡마을,MPB200000015,34.8269381,126.4129467
904,원당중공업,MPB200000017,34.761587,126.452243
905,망산주유소,MPB200000018,34.73364,126.526735
906,신기마을,MPB200000019,34.724958,126.559577
907,신기마을,MPB200000020,34.725104,126.559656
908,동암마을,MPB200000021,34.74223,126.487657
909,휴스틸,MPB200000022,34.7731911,126.4458328
910,보리밭사잇길,MPB200000023,34.76415,126.470408
911,길촌파크빌,MPB200000027,34.750343,126.475017
912,대촌,MPB200000028,34.849052,126.240708
913,대촌,MPB200000029,34.849363,126.239627
914,상장천,MPB200000030,34.846703,126.347047
915,황도,MPB200000031,34.739237,126.388237
916,황도(종어촌),MPB200000032,34.73885,126.388587
917,하당우체국,MPB200000035,34.806642,126.424128
918,옥암동우체국,MPB200000036,34.8011344,126.434634
919,농업박물관,MPB200000037,34.774557,126.45756
920,미포조선,MPB200000038,34.771305,126.451687
921,한국산업단지공단,MPB200000039,34.767708,126.442617
922,보워터코리아,MPB200000040,34.761505,126.42694
923,푸른중공업,MPB200000041,34.764815,126.424817
924,KC,MPB200000042,34.768957,126.422435
925,KC,MPB200000043,34.768648,126.422432
926,푸른중공업,MPB200000044,34.76464,126.424733
927,보워터코리아,MPB200000045,34.76135,126.427283
928,한국산업단지공단,MPB200000046,34.767582,126.442857
929,미포조선후문,MPB200000047,34.76978,126.448452
930,미포조선,MPB200000048,34.77124,126.452142
931,옥암동우체국,MPB200000049,34.801353,126.434222
932,남악리젠시빌,MPB200000050,34.81065,126.466689
933,남악출장소,MPB200000051,34.81512,126.454884
934,중앙고입구,MPB200000052,34.836787,126.423247
935,중앙고입구,MPB200000053,34.836825,126.423312
936,망산주유소,MPB200000054,34.733814,126.526697
937,상장천,MPB200000055,34.84633,126.347735
938,남악부영ⓐ,MPB200000056,34.811606,126.471014
939,시외버스터미널,MPB200000057,34.811651,126.41785
940,남악부영,MPB200000060,34.8121113,126.4723028
941,남악부영,MPB200000061,34.8118948,126.4718638
942,남악제일풍경채ⓐ,MPB200000062,34.8104574,126.4799993
943,남악골드디움ⓐ,MPB200000063,34.8104106,126.4798031
944,남악제일풍경채ⓐ후문,MPB200000064,34.8122027,126.480378
945,남악제일풍경채ⓐ후문,MPB200000065,34.8120505,126.480511
946,고하도입구,MPB324000001,34.7596532,126.3640926
947,삼학도차고지,MPB324000002,34.7871929,126.4025595
948,유달초등학교입구,MPB324000003,34.7863238,126.3813817
949,무안교통,MPB324000004,34.9985446,126.4871931
950,석현동차고지,MPB324000005,34.8215919,126.4225779
951,에프원경주장입구,MPB324000006,34.7486093,126.4136409
952,은혜슈퍼,MPB324000007,34.7899181,126.3989951
953,남악모아엘가ⓐ,MPB324000008,34.8075226,126.4661424
954,남악고,MPB324000009,34.8096641,126.4687942
955,법원검찰청,MPB324000010,34.8132117,126.4455725
956,오룡마을,MPB324000011,34.8141849,126.4565843
957,포미4단지아파트,MPB324000012,34.8182619,126.393055
958,포미4단지아파트,MPB324000013,34.8181698,126.3928375
959,남악성당,MPB324000014,34.8109583,126.4756517
960,남악성당,MPB324000015,34.8107677,126.4755119
961,경남아너스빌,MPB324000016,34.8101039,126.4753834
962,남악모아엘가ⓐ,MPB324000017,34.8073938,126.4657417
963,남악중앙시장,MPB324000018,34.8056024,126.4650316
964,남악중앙시장,MPB324000019,34.8051746,126.4644652
965,전남도립도서관,MPB324000020,34.8055739,126.4616867
966,오룡중학교,MPB324000021,34.808051,126.4742423
967,남악베아채비올레,MPB324000022,34.8076648,126.4717545
968,남악세영리첼,MPB324000023,34.8078768,126.4701721
969,남악세영리첼,MPB324000024,34.8086682,126.4709877
970,남악근화베아채,MPB324000025,34.8126283,126.4695663
971,남악근화베아채,MPB324000026,34.8124467,126.469421
972,남악중앙공원,MPB324000027,34.8129849,126.4635694
973,남악중앙공원,MPB324000028,34.8128135,126.4635551
974,용해골드디움6차,MPB324000029,34.8201081,126.3918057
975,용해골드디움6차,MPB324000030,34.8201017,126.3916035
976,근화옥암베아채,MPB324000031,34.8118937,126.4535464
977,옥암골드디움3차,MPB324000032,34.8116918,126.4541776
978,삼향월계,MPB324000033,34.8384499,126.4801528
979,삼향월계,MPB324000034,34.8388104,126.4801375
980,일로하나로마트,MPB324000035,34.8486008,126.4944822
981,일로하나로마트,MPB324000036,34.848584,126.4940886
982,발산,MPB324000037,35.0948877,126.2853341
983,목포버스터미널,MPB324000038,34.8133707,126.417776
984,목포버스터미널,MPB324000039,34.8134709,126.4178894
985,목포추모공원,MPB324000045,34.8402047,126.4055693
986,신일교회앞,MPB324000046,34.823692,126.4018022
987,신일교회앞,MPB324000047,34.8240104,126.4021151
988,대성동LH아파트,MPB324000048,34.8030967,126.3824691
989,구자유시장,MPB324000049,34.7933246,126.3950892
990,목포월산마을,MPB324000050,34.8365267,126.421328
991,목포월산마을,MPB324000051,34.8367893,126.4209418
992,목포신외항,MPB324000052,34.7535942,126.3588441
993,목포신외항,MPB324000053,34.7535529,126.3592489
994,이천산업,MPB324000054,34.8335484,126.4013815
995,이천산업,MPB324000055,34.8344781,126.4009919
996,고하도케이블카승강장,MPB324000056,34.772686,126.3620017
997,해양대후문,MPB324000057,34.7935777,126.3672095
998,연산백련로입구,MPB324000058,34.8166877,126.3930717
999,연산백련로입구,MPB324000059,34.8167141,126.3930002
1000,목포청호중학교,MPB324000060,34.8155911,126.3909762
1001,목포청호중학교,MPB324000061,34.8156632,126.3909752
1002,행복모아,MPB324000062,34.816149,126.3888749
1003,행복모아,MPB324000063,34.8161587,126.3889513
1004,백련초등학교,MPB324000064,34.8187499,126.3893156
1005,백련초등학교,MPB324000065,34.8187672,126.3892334
1006,골드클래스9차,MPB324000066,34.8200836,126.3902052
1007,골드클래스9차,MPB324000067,34.8201502,126.3900895
1008,서울퍼니처,MPB324000068,34.831096,126.400408
1009,서울퍼니처,MPB324000069,34.8309962,126.4003437
1010,성민건설,MPB324000070,34.833321,126.3966821
1011,송원이엔지,MPB324000071,34.8332384,126.3965192
1012,이로중계펌프장,MPB324000072,34.8338713,126.3917536
1013,이로중계펌프장,MPB324000073,34.833906,126.3916
1014,삽진항입구,MPB324000074,34.8361497,126.3929096
1015,삽진항입구,MPB324000075,34.8362113,126.3927448
1016,이천산업,MPB324000076,34.8344073,126.4011404
1017,이천산업,MPB324000077,34.8333852,126.4012798
1018,김대중노벨기념관,MPB324000078,34.7824601,126.3927422
1019,김대중노벨기념관,MPB324000079,34.7826268,126.3927291
1020,항구포차,MPB324000080,34.7813136,126.3886373
1021,고하도윗마을,MPB324000081,34.7705956,126.372346
1022,용해광신프로그레스,MPB324000082,34.7986633,126.4051239
1023,남악골드디움후문,MPB324000083,34.8092387,126.4785504
1024,남악골드디움,MPB324000084,34.8095662,126.4799622
1025,남악제일풍경체,MPB324000085,34.8103678,126.4809363
1026,오룡행복중학정문,MPB324000086,34.8063115,126.4832602
1027,오룡푸르지오2차,MPB324000087,34.8043136,126.4842686
1028,오룡푸르지오2차,MPB324000088,34.8042886,126.4839737
1029,버스터미널입구,MPB324000089,34.812857,126.4183129
1030,삼향계두,MPB324900001,34.8341452,126.4775867
1031,죽동,MPB327000003,34.936137,126.7116049
1032,신원리,MPB327000004,34.950663,126.7114877
1033,금동,MPB327000005,34.954328,126.7107243
1034,신가,MPB327000006,34.960473,126.7072152
1035,양산,MPB327000007,34.9717994,126.7066514
1036,천곡,MPB327000008,34.9767184,126.7053003
1037,봉성,MPB327000009,34.9803567,126.7045914
1038,석기네,MPB327000010,34.9861372,126.7046669
1039,풍물시장,MPB327000011,34.9920802,126.709606
1040,제일병원,MPB327000012,34.9928493,126.7107053
1041,영산포터미널,MPB327000013,34.9939517,126.712437
1042,남교동,MPB327000014,34.9967406,126.7142347
1043,노인복지회관,MPB327000015,34.9996086,126.7136265
1044,영강삼거리,MPB327000016,35.0058753,126.7108158
1045,영강사거리,MPB327000017,35.0064297,126.710794
1046,대덕아파트,MPB327000018,35.0085827,126.7118474
1047,나주시청,MPB327000019,35.0165737,126.7142259
1048,문화예술회관,MPB327000020,35.0210734,126.7135526
1049,송월부영아파트,MPB327000021,35.0238438,126.7131862
1050,소방삼거리,MPB327000022,35.0266434,126.7117673
1051,나주고후문,MPB327000023,35.0286929,126.7100813
